sample_name	body_habita	collection_timestamp	date	description	dna_extracted	elevation	env_biome	env_feature	env_material	env_package	geo_loc_name	host_body_habitat	host_body_product	host_body_site	host_common_name	host_scientific_name	host_subject_id	host_taxid	latitude	location	loccat	longitude	physical_location	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_type	scientific_name	surcat	surface	title
10172.8846	not applicable	10/30/13 12:00	10/30/13	Staff 09-C.Hospital Pager.248	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-C.Hospital Pager.248	not applicable	41.47	staff 09-c	staff 09-c	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Hospital Pager	indoor metagenome	Staff_Surface	Hospital Pager	Hospital-associated microbiota and implications for nosocomial infections
10172.8847	not applicable	10/30/13 12:00	10/30/13	Staff 09-C.Shirt Hem.248	true	210.3	urban biome	hospital	anthropogenic environmental material	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-C.Shirt Hem.248	not applicable	41.47	staff 09-c	staff 09-c	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Shirt Hem	indoor metagenome	Staff_Surface	Shirt Hem	Hospital-associated microbiota and implications for nosocomial infections
10172.8848	UBERON:skin	10/30/13 12:00	10/30/13	Staff 09-D.Hand.248	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:hand skin	human	Homo sapiens	Staff 09-D.Hand.248	9606	41.47	Staff 09-D	Staff 09-D	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Hand	human skin metagenome	Staff_Skin	Hand	Hospital-associated microbiota and implications for nosocomial infections
10172.8849	UBERON:skin	10/30/13 12:00	10/30/13	Staff 09-D.Nose.248	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:nose skin	human	Homo sapiens	Staff 09-D.Nose.248	9606	41.47	Staff 09-D	Staff 09-D	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Nose	human skin metagenome	Staff_Skin	Nose	Hospital-associated microbiota and implications for nosocomial infections
10172.885	not applicable	2/20/13 12:00	2/20/13	R9015.Floor.-4	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9015.Floor.-4	not applicable	41.47	r9015	r9015	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Floor	indoor metagenome	Room_Surface	Floor	Hospital-associated microbiota and implications for nosocomial infections
10172.8850	not applicable	10/30/13 12:00	10/30/13	Staff 09-D.Shoe.248	true	210.3	urban biome	hospital	anthropogenic environmental material	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-D.Shoe.248	not applicable	41.47	staff 09-d	staff 09-d	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Shoe	indoor metagenome	Staff_Surface	Shoe	Hospital-associated microbiota and implications for nosocomial infections
10172.8851	not applicable	10/30/13 12:00	10/30/13	Staff 09-D.Personal Cell Phone.248	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-D.Personal Cell Phone.248	not applicable	41.47	staff 09-d	staff 09-d	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Personal Cell Phone	indoor metagenome	Staff_Surface	Personal Cell Phone	Hospital-associated microbiota and implications for nosocomial infections
10172.8852	not applicable	10/30/13 12:00	10/30/13	Staff 09-D.Hospital Pager.248	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-D.Hospital Pager.248	not applicable	41.47	staff 09-d	staff 09-d	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Hospital Pager	indoor metagenome	Staff_Surface	Hospital Pager	Hospital-associated microbiota and implications for nosocomial infections
10172.8853	not applicable	10/30/13 12:00	10/30/13	Staff 09-D.Shirt Hem.248	true	210.3	urban biome	hospital	anthropogenic environmental material	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-D.Shirt Hem.248	not applicable	41.47	staff 09-d	staff 09-d	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Shirt Hem	indoor metagenome	Staff_Surface	Shirt Hem	Hospital-associated microbiota and implications for nosocomial infections
10172.886	not applicable	2/20/13 12:00	2/20/13	R9015.Cold Tap Water.-4	true	210.3	urban biome	hospital	water	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9015.Cold Tap Water.-4	not applicable	41.47	r9015	r9015	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Cold Tap Water	indoor metagenome	Water	Cold Tap Water	Hospital-associated microbiota and implications for nosocomial infections
10172.887	not applicable	2/20/13 12:00	2/20/13	R9016.Floor.-4	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9016.Floor.-4	not applicable	41.47	r9016	r9016	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Floor	indoor metagenome	Room_Surface	Floor	Hospital-associated microbiota and implications for nosocomial infections
10172.8874	not applicable	10/30/13 12:00	10/30/13	R10016.Cold Tap Faucet Handle.248	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R10016.Cold Tap Faucet Handle.248	not applicable	41.47	r10016	r10016	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Cold Tap Faucet Handle	indoor metagenome	Room_Surface	Cold Tap Faucet Handle	Hospital-associated microbiota and implications for nosocomial infections
10172.8878	not applicable	10/30/13 12:00	10/30/13	R10017.Bedrail.248	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R10017.Bedrail.248	not applicable	41.47	r10017	r10017	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Bedrail	indoor metagenome	Room_Surface	Bedrail	Hospital-associated microbiota and implications for nosocomial infections
10172.8879	not applicable	10/30/13 12:00	10/30/13	R10017.Glove from Glove Box.248	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R10017.Glove from Glove Box.248	not applicable	41.47	r10017	r10017	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Glove from Glove Box	indoor metagenome	Glove	Glove from Glove Box	Hospital-associated microbiota and implications for nosocomial infections
10172.888	not applicable	2/20/13 12:00	2/20/13	R9016.Cold Tap Water.-4	true	210.3	urban biome	hospital	water	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9016.Cold Tap Water.-4	not applicable	41.47	r9016	r9016	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Cold Tap Water	indoor metagenome	Water	Cold Tap Water	Hospital-associated microbiota and implications for nosocomial infections
10172.8880	not applicable	10/30/13 12:00	10/30/13	R10017.Floor.248	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R10017.Floor.248	not applicable	41.47	r10017	r10017	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Floor	indoor metagenome	Room_Surface	Floor	Hospital-associated microbiota and implications for nosocomial infections
10172.8881	not applicable	10/30/13 12:00	10/30/13	R10017.Cold Tap Faucet Handle.248	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R10017.Cold Tap Faucet Handle.248	not applicable	41.47	r10017	r10017	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Cold Tap Faucet Handle	indoor metagenome	Room_Surface	Cold Tap Faucet Handle	Hospital-associated microbiota and implications for nosocomial infections
10172.8882	UBERON:skin	10/30/13 12:00	10/30/13	R10018.Hand.248	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:hand skin	human	Homo sapiens	R10018.Hand.248	9606	41.47	R10018	R10018	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Hand	human skin metagenome	Patient_Skin	Hand	Hospital-associated microbiota and implications for nosocomial infections
10172.8883	UBERON:skin	10/30/13 12:00	10/30/13	R10018.Nose.248	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:nose skin	human	Homo sapiens	R10018.Nose.248	9606	41.47	R10018	R10018	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Nose	human skin metagenome	Patient_Skin	Nose	Hospital-associated microbiota and implications for nosocomial infections
10172.8884	UBERON:skin	10/30/13 12:00	10/30/13	R10018.Axilla.248	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:axilla skin	human	Homo sapiens	R10018.Axilla.248	9606	41.47	R10018	R10018	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal secretion	10172	Axilla	human skin metagenome	Patient_Skin	Axilla	Hospital-associated microbiota and implications for nosocomial infections
10172.8885	not applicable	10/30/13 12:00	10/30/13	R10018.Bedrail.248	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R10018.Bedrail.248	not applicable	41.47	r10018	r10018	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Bedrail	indoor metagenome	Room_Surface	Bedrail	Hospital-associated microbiota and implications for nosocomial infections
10172.8886	not applicable	10/30/13 12:00	10/30/13	R10018.Glove from Glove Box.248	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R10018.Glove from Glove Box.248	not applicable	41.47	r10018	r10018	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Glove from Glove Box	indoor metagenome	Glove	Glove from Glove Box	Hospital-associated microbiota and implications for nosocomial infections
10172.8887	not applicable	10/30/13 12:00	10/30/13	R10018.Floor.248	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R10018.Floor.248	not applicable	41.47	r10018	r10018	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Floor	indoor metagenome	Room_Surface	Floor	Hospital-associated microbiota and implications for nosocomial infections
10172.8888	not applicable	10/30/13 12:00	10/30/13	R10018.Cold Tap Faucet Handle.248	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R10018.Cold Tap Faucet Handle.248	not applicable	41.47	r10018	r10018	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Cold Tap Faucet Handle	indoor metagenome	Room_Surface	Cold Tap Faucet Handle	Hospital-associated microbiota and implications for nosocomial infections
10172.8889	not applicable	10/30/13 12:00	10/30/13	S10.Countertop.248	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S10.Countertop.248	not applicable	41.47	s10	s10	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Countertop	indoor metagenome	Station_Surface	Countertop	Hospital-associated microbiota and implications for nosocomial infections
10172.889	not applicable	2/20/13 12:00	2/20/13	R9017.Floor.-4	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9017.Floor.-4	not applicable	41.47	r9017	r9017	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Floor	indoor metagenome	Room_Surface	Floor	Hospital-associated microbiota and implications for nosocomial infections
10172.8890	not applicable	10/30/13 12:00	10/30/13	S10.Computer Mouse.248	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S10.Computer Mouse.248	not applicable	41.47	s10	s10	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Computer Mouse	indoor metagenome	Station_Surface	Computer Mouse	Hospital-associated microbiota and implications for nosocomial infections
10172.8891	not applicable	10/30/13 12:00	10/30/13	S10.Station Phone.248	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S10.Station Phone.248	not applicable	41.47	s10	s10	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Station Phone	indoor metagenome	Station_Surface	Station Phone	Hospital-associated microbiota and implications for nosocomial infections
10172.8892	not applicable	10/30/13 12:00	10/30/13	S10.Chair Armrest.248	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S10.Chair Armrest.248	not applicable	41.47	s10	s10	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Chair Armrest	indoor metagenome	Station_Surface	Chair Armrest	Hospital-associated microbiota and implications for nosocomial infections
10172.8893	not applicable	10/30/13 12:00	10/30/13	S10.Corridor Floor.248	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S10.Corridor Floor.248	not applicable	41.47	s10	s10	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Corridor Floor	indoor metagenome	Station_Surface	Corridor Floor	Hospital-associated microbiota and implications for nosocomial infections
10172.8894	not applicable	10/30/13 12:00	10/30/13	S10.Hot Tap Water.248	true	210.3	urban biome	hospital	water	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S10.Hot Tap Water.248	not applicable	41.47	s10	s10	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Hot Tap Water	indoor metagenome	Water	Hot Tap Water	Hospital-associated microbiota and implications for nosocomial infections
10172.8895	not applicable	10/30/13 12:00	10/30/13	S10.Cold Tap Water.248	true	210.3	urban biome	hospital	water	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S10.Cold Tap Water.248	not applicable	41.47	s10	s10	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Cold Tap Water	indoor metagenome	Water	Cold Tap Water	Hospital-associated microbiota and implications for nosocomial infections
10172.890	not applicable	2/20/13 12:00	2/20/13	R9017.Cold Tap Water.-4	true	210.3	urban biome	hospital	water	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9017.Cold Tap Water.-4	not applicable	41.47	r9017	r9017	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Cold Tap Water	indoor metagenome	Water	Cold Tap Water	Hospital-associated microbiota and implications for nosocomial infections
10172.891	not applicable	2/20/13 12:00	2/20/13	R9018.Floor.-4	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9018.Floor.-4	not applicable	41.47	r9018	r9018	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Floor	indoor metagenome	Room_Surface	Floor	Hospital-associated microbiota and implications for nosocomial infections
10172.8914	UBERON:skin	10/30/13 12:00	10/30/13	Staff 10-D.Hand.248	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:hand skin	human	Homo sapiens	Staff 10-D.Hand.248	9606	41.47	Staff 10-D	Staff 10-D	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Hand	human skin metagenome	Staff_Skin	Hand	Hospital-associated microbiota and implications for nosocomial infections
10172.8915	UBERON:skin	10/30/13 12:00	10/30/13	Staff 10-D.Nose.248	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:nose skin	human	Homo sapiens	Staff 10-D.Nose.248	9606	41.47	Staff 10-D	Staff 10-D	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Nose	human skin metagenome	Staff_Skin	Nose	Hospital-associated microbiota and implications for nosocomial infections
10172.8916	not applicable	10/30/13 12:00	10/30/13	Staff 10-D.Shoe.248	true	210.3	urban biome	hospital	anthropogenic environmental material	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 10-D.Shoe.248	not applicable	41.47	staff 10-d	staff 10-d	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Shoe	indoor metagenome	Staff_Surface	Shoe	Hospital-associated microbiota and implications for nosocomial infections
10172.8917	not applicable	10/30/13 12:00	10/30/13	Staff 10-D.Personal Cell Phone.248	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 10-D.Personal Cell Phone.248	not applicable	41.47	staff 10-d	staff 10-d	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Personal Cell Phone	indoor metagenome	Staff_Surface	Personal Cell Phone	Hospital-associated microbiota and implications for nosocomial infections
10172.8918	not applicable	10/30/13 12:00	10/30/13	Staff 10-D.Hospital Pager.248	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 10-D.Hospital Pager.248	not applicable	41.47	staff 10-d	staff 10-d	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Hospital Pager	indoor metagenome	Staff_Surface	Hospital Pager	Hospital-associated microbiota and implications for nosocomial infections
10172.8919	not applicable	10/30/13 12:00	10/30/13	Staff 10-D.Shirt Hem.248	true	210.3	urban biome	hospital	anthropogenic environmental material	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 10-D.Shirt Hem.248	not applicable	41.47	staff 10-d	staff 10-d	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Shirt Hem	indoor metagenome	Staff_Surface	Shirt Hem	Hospital-associated microbiota and implications for nosocomial infections
10172.892	not applicable	2/20/13 12:00	2/20/13	R9018.Cold Tap Water.-4	true	210.3	urban biome	hospital	water	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9018.Cold Tap Water.-4	not applicable	41.47	r9018	r9018	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Cold Tap Water	indoor metagenome	Water	Cold Tap Water	Hospital-associated microbiota and implications for nosocomial infections
10172.8920	not applicable	10/30/13 12:00	10/30/13	NA.BLANK.248	true	210.3	urban biome	research facility	sterile water	misc environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	NA.BLANK.248	not applicable	41.47	not applicable	not applicable	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Control	Negative	Sterile water blank	10172	blank control	metagenome	NA	BLANK	Hospital-associated microbiota and implications for nosocomial infections
10172.8925	not applicable	10/31/13 12:00	10/31/13	R9016.Glove from Glove Box.249	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9016.Glove from Glove Box.249	not applicable	41.47	r9016	r9016	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Glove from Glove Box	indoor metagenome	Glove	Glove from Glove Box	Hospital-associated microbiota and implications for nosocomial infections
10172.8926	not applicable	10/31/13 12:00	10/31/13	R9016.Floor.249	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9016.Floor.249	not applicable	41.47	r9016	r9016	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Floor	indoor metagenome	Room_Surface	Floor	Hospital-associated microbiota and implications for nosocomial infections
10172.8927	not applicable	10/31/13 12:00	10/31/13	R9016.Cold Tap Faucet Handle.249	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9016.Cold Tap Faucet Handle.249	not applicable	41.47	r9016	r9016	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Cold Tap Faucet Handle	indoor metagenome	Room_Surface	Cold Tap Faucet Handle	Hospital-associated microbiota and implications for nosocomial infections
10172.893	not applicable	2/20/13 12:00	2/20/13	S09.Countertop.-4	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S09.Countertop.-4	not applicable	41.47	s09	s09	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Countertop	indoor metagenome	Station_Surface	Countertop	Hospital-associated microbiota and implications for nosocomial infections
10172.8939	not applicable	11/1/13 12:00	11/1/13	R9016.Bedrail.250	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9016.Bedrail.250	not applicable	41.47	r9016	r9016	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Bedrail	indoor metagenome	Room_Surface	Bedrail	Hospital-associated microbiota and implications for nosocomial infections
10172.894	not applicable	2/20/13 12:00	2/20/13	S09.Computer Mouse.-4	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S09.Computer Mouse.-4	not applicable	41.47	s09	s09	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Computer Mouse	indoor metagenome	Station_Surface	Computer Mouse	Hospital-associated microbiota and implications for nosocomial infections
10172.8940	not applicable	11/1/13 12:00	11/1/13	R9016.Glove from Glove Box.250	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9016.Glove from Glove Box.250	not applicable	41.47	r9016	r9016	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Glove from Glove Box	indoor metagenome	Glove	Glove from Glove Box	Hospital-associated microbiota and implications for nosocomial infections
10172.8941	not applicable	11/1/13 12:00	11/1/13	R9016.Floor.250	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9016.Floor.250	not applicable	41.47	r9016	r9016	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Floor	indoor metagenome	Room_Surface	Floor	Hospital-associated microbiota and implications for nosocomial infections
10172.8942	not applicable	11/1/13 12:00	11/1/13	R9016.Cold Tap Faucet Handle.250	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9016.Cold Tap Faucet Handle.250	not applicable	41.47	r9016	r9016	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Cold Tap Faucet Handle	indoor metagenome	Room_Surface	Cold Tap Faucet Handle	Hospital-associated microbiota and implications for nosocomial infections
10172.8946	not applicable	11/1/13 12:00	11/1/13	R10016.Bedrail.250	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R10016.Bedrail.250	not applicable	41.47	r10016	r10016	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Bedrail	indoor metagenome	Room_Surface	Bedrail	Hospital-associated microbiota and implications for nosocomial infections
10172.8947	not applicable	11/1/13 12:00	11/1/13	R10016.Glove from Glove Box.250	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R10016.Glove from Glove Box.250	not applicable	41.47	r10016	r10016	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Glove from Glove Box	indoor metagenome	Glove	Glove from Glove Box	Hospital-associated microbiota and implications for nosocomial infections
10172.8949	not applicable	11/1/13 12:00	11/1/13	R10016.Cold Tap Faucet Handle.250	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R10016.Cold Tap Faucet Handle.250	not applicable	41.47	r10016	r10016	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Cold Tap Faucet Handle	indoor metagenome	Room_Surface	Cold Tap Faucet Handle	Hospital-associated microbiota and implications for nosocomial infections
10172.895	not applicable	2/20/13 12:00	2/20/13	S09.Station Phone.-4	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S09.Station Phone.-4	not applicable	41.47	s09	s09	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Station Phone	indoor metagenome	Station_Surface	Station Phone	Hospital-associated microbiota and implications for nosocomial infections
10172.8950	not applicable	11/1/13 12:00	11/1/13	NA.BLANK.250	true	210.3	urban biome	research facility	sterile water	misc environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	NA.BLANK.250	not applicable	41.47	not applicable	not applicable	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Control	Negative	Sterile water blank	10172	blank control	metagenome	NA	BLANK	Hospital-associated microbiota and implications for nosocomial infections
10172.896	not applicable	2/20/13 12:00	2/20/13	S09.Chair Armrest.-4	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S09.Chair Armrest.-4	not applicable	41.47	s09	s09	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Chair Armrest	indoor metagenome	Station_Surface	Chair Armrest	Hospital-associated microbiota and implications for nosocomial infections
